Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Perin;P;6.25;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;369
Titolare;Udogie;D;5.5;;2337
Titolare;Calabria;D;6;;668
Riserva;Maehle;D;;;2417
Riserva;Singo;D;;;1951
Titolare;Milinkovic S.;C;6.5;imgBonus size-s imgBonus_9;760
Titolare;Malinovskyi;C;6;;2078
Titolare;Politano;C;5.75;;510
Titolare;Mckennie;C;5.25;;2297
Titolare;Pessina;C;5.75;;1508
Titolare;Giroud;A;7;imgBonus size-s imgBonus_3|imgBonus size-s imgBonus_15;2500
Riserva;Pinsoglio;P;;;1517
Titolare;Demiral;D;6.75;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_6;1927
Titolare;Lykogiannis;D;6;imgBonus size-s imgBonus_6;1699
Riserva;Bonaventura;C;6;;101
Riserva;Orsolini;C;6;;1519
Riserva;Lozano;A;5.75;;2108
Riserva;Okereke;A;5.25;;2548
