Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Szczesny;P;6.5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;720
Titolare;Bonucci;D;6;imgBonus size-s imgBonus_6;31
Titolare;Ferrari G.;D;6.5;;1168
Titolare;Kjaer;D;6.5;;2121
Titolare;Veretout;C;6;;1607
Titolare;Kucka;C;7.5;imgBonus size-s imgBonus_1;271
Titolare;Malinovskyi;C;5.5;;2078
Titolare;Traore H.;C;6;;1831
Titolare;Immobile;A;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;1084
Titolare;Caputo;A;5.5;;1832
Titolare;Barrow;A;6;;1705
Riserva;Buffon;P;;;30
Riserva;Mario Rui;D;6.5;;306
Riserva;Rodriguez R.;D;;;1504
Riserva;Damsgaard;C;6;;2238
Riserva;Ekdal;C;6;;812
Riserva;Lucas Leiva;C;6;imgBonus size-s imgBonus_6;1602
Riserva;Palacio;A;6;;35
