Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Reina;P;6.5;imgBonus size-s imgBonus_2;551
Riserva;Hernandez;D;;;2017
Titolare;Manolas;D;6;;300
Titolare;Marchizza;D;6;imgBonus size-s imgBonus_6;1087
Riserva;Ramsey;C;;;2028
Titolare;Zielinski;C;6.5;;486
Titolare;Locatelli;C;5;imgBonus size-s imgBonus_6;1123
Titolare;Ruiz;C;6;;1779
Titolare;Jankto;C;6.5;;257
Titolare;Belotti;A;7;imgBonus size-s imgBonus_1;79
Titolare;Boga;A;6.5;;1840
Riserva;Strakosha;P;;;439
Titolare;Vojvoda;D;5.5;;2292
Riserva;Toloi;D;;;1013
Titolare;Brozovic;C;5.5;imgBonus size-s imgBonus_6;113
Riserva;Rincon;C;6;;398
Riserva;Zaza;A;;;485
Riserva;Lasagna;A;;;612
