Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Rui Patricio;P;6;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;2508
Titolare;Florenzi;D;6.5;;202
Titolare;Ferrari G.;D;6.5;;1168
Riserva;Dimarco;D;;;599
Titolare;Bajrami;C;6;;2493
Titolare;Pellegrini Lo.;C;6.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_4|imgBonus size-s imgBonus_9;364
Titolare;Tonali;C;6.5;imgBonus size-s imgBonus_6;1996
Titolare;Mckennie;C;5.5;;2297
Titolare;Dybala;A;6.5;imgBonus size-s imgBonus_1;185
Titolare;Martinez L.;A;6;;1747
Titolare;Raspadori;A;8;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;1947
Riserva;Silvestri;P;;;1599
Titolare;Erlic;D;6.5;;1134
Riserva;Lovato;D;5.5;;2216
Riserva;Zurkowski;C;5;;2065
Riserva;Vidal;C;;imgBonus size-s imgBonus_6;467
Riserva;Deulofeu;A;6;imgBonus size-s imgBonus_6;1437
Riserva;Pavoletti;A;6.5;imgBonus size-s imgBonus_1;361
