Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Dragowski;P;6;imgBonus size-s imgBonus_10;1263
Titolare;Rrahmani;D;6;;2045
Titolare;Toljan;D;6;;2043
Titolare;Luiz Felipe;D;6;;1628
Titolare;Lazovic;C;7;;669
Titolare;Kulusevski;C;6.5;;1739
Titolare;Zaccagni;C;7;;748
Titolare;Bonaventura;C;6.5;;101
Titolare;Ronaldo C.;A;6.5;imgBonus size-s imgBonus_6;1775
Riserva;Dzeko;A;;;759
Titolare;Cornelius;A;5.5;;1510
Riserva;Terracciano;P;;;1821
Titolare;Lapadula;A;5;;1264
Riserva;Gabbiadini;A;5.5;;208
Riserva;Mancosu;C;5;;573
Riserva;Bisoli;C;6;imgBonus size-s imgBonus_6;1993
Riserva;De Vrij;D;5.5;;164
Riserva;Izzo;D;6;;254
