Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Okoye;P;5.5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_5;3210
Titolare;Solet;D;5.5;;3541
Titolare;Mina;D;5.75;imgBonus size-s imgBonus_6;3163
Titolare;Norton Cuffy;D;5;imgBonus size-s imgBonus_7;3458
Titolare;Toure I.;C;5.25;;3725
Titolare;Thuram K.;C;5.5;;3413
Titolare;Kone M.;C;7;imgBonus size-s imgBonus_9;3500
Titolare;Kone I.;C;6.5;;3771
Titolare;Neres;C;8;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;3472
Titolare;Davis;A;5;;3230
Titolare;Thuram;A;6.75;;3073
Riserva;Sava;P;;;2211
Riserva;Bonny;A;5.75;;3380
Riserva;Openda;A;;;3816
Riserva;David;A;;;3735
Riserva;Bernardeschi;C;6.75;imgBonus size-s imgBonus_1;86
Riserva;Akanji;D;5.5;;3818
Riserva;Kossounou;D;6.25;;3495
