Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Gollini;P;6;imgBonus size-s imgBonus_2;222
Riserva;De Ligt;D;;;2047
Titolare;Bonucci;D;6;;31
Titolare;Caceres;D;6.5;;118
Titolare;Candreva;C;6.5;;33
Titolare;Malinovskyi;C;6.5;imgBonus size-s imgBonus_1;2078
Riserva;Ribery;C;;;2106
Titolare;Fofana;C;6.5;;1233
Titolare;Belotti;A;6;;79
Titolare;Barrow;A;5;;1705
Titolare;Zapata D.;A;5.5;;483
Riserva;Joronen;P;;;2002
Riserva;Di Lorenzo;D;;;1822
Titolare;Acerbi;D;6;;40
Riserva;Moses;C;;;2163
Riserva;Saponara;C;;;418
Titolare;Perez C.;C;6.5;imgBonus size-s imgBonus_6|imgBonus size-s imgBonus_9;2175
Riserva;Muriel;A;6;;341
