Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Audero;P;6.5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_6;525
Titolare;Cancelo;D;7;imgBonus size-s imgBonus_9;1649
Titolare;Silvestre;D;5.5;;428
Titolare;Pasqual;D;6;;359
Titolare;Kessie;C;6;;1191
Titolare;Krunic;C;6;;498
Titolare;Hiljemark;C;6;;717
Titolare;Icardi;A;5.5;;32
Riserva;Pavoletti;A;;;361
Titolare;Caputo;A;7;imgBonus size-s imgBonus_1;1832
Titolare;Kouame;A;6;;1836
Riserva;Rafael C.;P;;;391
Riserva;Pezzella Ge.;D;6.5;imgBonus size-s imgBonus_9;1644
Riserva;Gagliolo;D;5.5;imgBonus size-s imgBonus_6;594
Riserva;Rigoni E.;C;6;;1874
Riserva;Linetty;C;5.5;imgBonus size-s imgBonus_6;1294
Titolare;Quagliarella;A;6.5;imgBonus size-s imgBonus_1;386
Riserva;Zapata D.;A;8;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;483
