Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Di Gregorio;P;6;imgBonus size-s imgBonus_10;1429
Titolare;Dumfries;D;5.75;;2551
Titolare;Tavares;D;5.25;;3404
Titolare;Palestra;D;5.75;;2937
Titolare;Zappacosta;D;6.5;;484
Titolare;Yildiz;C;5.5;;2952
Riserva;Zhegrova;C;;;3814
Titolare;Vlasic;C;6;;2827
Titolare;Cambiaghi;C;8;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_9|imgBonus size-s imgBonus_15;1975
Titolare;Orsolini;A;7.25;imgBonus size-s imgBonus_1;1519
Titolare;Simeone;A;6.5;imgBonus size-s imgBonus_1;1343
Riserva;Perin;P;;;369
Riserva;Lykogiannis;D;;;1699
Riserva;Zanoli;D;6;;2574
Riserva;Angori;D;6;;2692
Riserva;Cornet;C;;;3562
Titolare;Frendrup;C;6.5;;2706
Riserva;Colombo;A;;;2309
