Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Caprile;P;6.5;imgBonus size-s imgBonus_2;1904
Titolare;Kristensen T.;D;5.75;;3221
Titolare;Celik;D;6;;2755
Titolare;Coco;D;5.75;;3406
Titolare;Santos;C;6;imgBonus size-s imgBonus_6;3908
Riserva;Barella;C;;;809
Titolare;Conceicao;C;6;;3478
Titolare;Isaksen;C;5.5;;3165
Titolare;Cancellieri;A;5.25;imgBonus size-s imgBonus_6;2387
Titolare;Dybala;A;7;imgBonus size-s imgBonus_9;185
Titolare;Vardy;A;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;3807
Riserva;Muric;P;;;3781
Titolare;Coulibaly L.;C;5.5;;2554
Riserva;Heggem;D;6.75;;3782
Riserva;Taylor;C;6;imgBonus size-s imgBonus_6;3872
Riserva;Pulisic;C;6.5;imgBonus size-s imgBonus_9;3078
Riserva;Scamacca;A;;;1454
Riserva;Elphege;A;5.5;;3899
