Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Musso;P;6.5;imgBonus size-s imgBonus_10;1794
Titolare;Calabria;D;5.5;;668
Titolare;Acerbi;D;6.5;;40
Riserva;Romero C.;D;;;1890
Titolare;Politano;C;7;imgBonus size-s imgBonus_1;510
Titolare;Kessie;C;7;imgBonus size-s imgBonus_3|imgBonus size-s imgBonus_15;1191
Titolare;Barella;C;6.5;;809
Titolare;Djuricic;C;5;;1279
Titolare;Lozano;A;6;;2108
Titolare;Destro;A;7.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;169
Titolare;Zapata D.;A;6;;483
Riserva;Audero;P;6.5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;525
Riserva;Mertens;A;;;326
Titolare;Igor;D;6;;2005
Riserva;Palomino;D;5;;1531
Riserva;Caceres;D;;;118
Riserva;Ghiglione;D;6;;745
Riserva;Rebic;A;6.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_6;625
