Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Silvestri;P;6.25;imgBonus size-s imgBonus_10;1599
Titolare;Parisi;D;6.75;imgBonus size-s imgBonus_6;2492
Titolare;Marlon;D;5.75;;1872
Titolare;Umtiti;D;5.75;;2847
Titolare;Lookman;C;8;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_9;2812
Titolare;Vilhena;C;5;;2817
Titolare;Samardzic;C;5.75;;2541
Riserva;Pereyra;C;;;367
Titolare;Osimhen;A;7.25;imgBonus size-s imgBonus_1;2290
Titolare;Beto;A;5;;2590
Titolare;Success;A;6;;2559
Riserva;Audero;P;6.25;imgBonus size-s imgBonus_2;525
Riserva;Ferrari G.;D;6.75;imgBonus size-s imgBonus_1;1168
Riserva;Buongiorno;D;6.25;;1463
Titolare;Boga;C;7.25;imgBonus size-s imgBonus_9|imgBonus size-s imgBonus_9;1840
Riserva;Paredes;C;;;356
Riserva;Simeone;A;;;1343
Riserva;Ceesay;A;;;2760
