Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Meret;P;6.5;imgBonus size-s imgBonus_10;325
Riserva;Florenzi;D;;;202
Titolare;Troost-Ekong;D;6;;1873
Titolare;Calabria;D;4.5;imgBonus size-s imgBonus_7;668
Riserva;De Silvestri;D;;;163
Titolare;Lulic;D;6;imgBonus size-s imgBonus_6|imgBonus size-s imgBonus_9;290
Titolare;Kluivert;C;6.5;;1791
Titolare;Rincon;C;6.5;;398
Titolare;Poli A.;C;6;;380
Titolare;Callejon;C;5.5;;121
Titolare;Immobile;A;7.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_1;1084
Riserva;Ospina;P;;;1869
Riserva;Babacar;A;6;;66
Riserva;Balotelli;A;6.5;;1012
Titolare;Ghiglione;D;5.5;;745
Riserva;Bernardeschi;C;5;;86
Riserva;Caicedo;A;;;1631
Titolare;Romulo;D;5.5;;405
