Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Szczesny;P;6.5;imgBonus size-s imgBonus_10;720
Riserva;Molina;D;;;2240
Titolare;Mario Rui;D;6;imgBonus size-s imgBonus_6;306
Titolare;Hernandez;D;6.5;imgBonus size-s imgBonus_1;2017
Titolare;Felipe Anderson;C;5.5;;196
Titolare;Zaccagni;C;5.5;;748
Titolare;Pasalic;C;6;;1357
Riserva;Pessina;C;;;1508
Titolare;Bernardeschi;C;7;imgBonus size-s imgBonus_1;86
Titolare;Tonali;C;6;imgBonus size-s imgBonus_6;1996
Titolare;Pedro;A;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_6;2289
Riserva;Perin;P;;;369
Riserva;Gabbiadini;A;6.5;imgBonus size-s imgBonus_1;208
Titolare;Parisi;D;6.5;;2492
Titolare;Bennacer;C;5.5;imgBonus size-s imgBonus_6;1830
Riserva;Busio;C;5.5;;2544
Riserva;Quagliarella;A;6.5;;386
Riserva;Bremer;D;6.5;;1773
