Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Consigli;P;6.5;imgBonus size-s imgBonus_2;147
Titolare;Yoshida;D;5.5;;2182
Titolare;Dumfries;D;6;;2551
Titolare;Bereszynski;D;6.5;imgBonus size-s imgBonus_6;1413
Titolare;Torreira;C;6.5;imgBonus size-s imgBonus_6;1216
Titolare;Barella;C;5.5;;809
Riserva;Traore;C;;;1831
Titolare;Saelemaekers;C;5;;2178
Titolare;Vlahovic;A;6.5;imgBonus size-s imgBonus_1;1816
Titolare;Caputo;A;6.5;imgBonus size-s imgBonus_9;1832
Titolare;Orsolini;A;6.5;;1519
Riserva;Pegolo;P;;;363
Riserva;Darmian;D;6;;154
Riserva;Hysaj;D;5;;245
Titolare;Perisic;C;6;;997
Riserva;Ekdal;C;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_6|imgBonus size-s imgBonus_15;812
Riserva;Bandinelli;C;6.5;imgBonus size-s imgBonus_1;1553
Riserva;Simy;A;;;1281
