Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Sepe;P;6;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;424
Titolare;Hateboer;D;6.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_6;1451
Titolare;Gosens;D;6.5;;1533
Riserva;Toloi;D;;;1013
Titolare;Gerson;C;7;imgBonus size-s imgBonus_1;1258
Titolare;Benassi;C;6;imgBonus size-s imgBonus_9;81
Titolare;Paqueta;C;6;;1893
Riserva;Sensi;C;;;1275
Titolare;Baselli;C;6.5;;75
Titolare;Belotti;A;7;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;79
Riserva;Verdi;A;;;466
Riserva;Skorupski;P;6;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;429
Titolare;Cutrone;A;6.5;;1390
Titolare;Rincon;C;7;imgBonus size-s imgBonus_6;398
Titolare;Vitor Hugo;D;6.5;;1548
Riserva;Skriniar;D;6;;1099
Riserva;Candreva;C;;;33
Riserva;Badelj;C;;;67
