Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Cragno;P;6.5;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;849
Titolare;Izzo;D;6.5;;254
Titolare;Magnani;D;;;1846
Riserva;Radu S.;D;;;390
Titolare;Nainggolan;C;7;;343
Titolare;Praet;C;5.5;;1351
Riserva;Soriano;C;;;433
Titolare;Gomez A.;A;6;;224
Titolare;Pavoletti;A;6;;361
Titolare;Muriel;A;6.5;;341
Titolare;Defrel;A;6.5;;801
Riserva;Rafael D.A.;P;;;392
Titolare;Palomino;D;6;;1531
Riserva;Marcano;D;;;1758
Riserva;Kessie;C;;;1191
Titolare;Joao Pedro;C;5.5;imgBonus size-s imgBonus_6;836
Riserva;Palacio;A;;;35
Riserva;Sansone N.;A;5;;417
