Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Provedel;P;6;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;500
Titolare;Singo;D;6;;1951
Titolare;Toloi;D;6;;1013
Titolare;Hernandez;D;5.5;;2017
Titolare;Saelemaekers;C;5.5;imgBonus size-s imgBonus_6;2178
Titolare;Zajc;C;6;;1439
Titolare;Lukic;C;5.5;imgBonus size-s imgBonus_6;1298
Riserva;Nzola;A;;;2270
Titolare;Belotti;A;5.5;imgBonus size-s imgBonus_6;79
Titolare;Keita;A;5;;264
Titolare;Gyasi;A;5.5;;2266
Riserva;Reina;P;5.5;imgBonus size-s imgBonus_10;551
Riserva;Lykogiannis;D;5.5;;1699
Riserva;Musacchio;D;6.5;;1503
Riserva;Badelj;C;7;imgBonus size-s imgBonus_1;67
Riserva;Radovanovic;C;5;;389
Titolare;Zaza;A;5.5;;485
Riserva;Piccoli;A;;;1920
