Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Szczesny;P;6;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;720
Titolare;Skriniar;D;5;;1099
Titolare;Lazzari;D;6;;1542
Titolare;Mancini G.;D;6;;1549
Titolare;Cuadrado;C;5.5;imgBonus size-s imgBonus_9;952
Riserva;Eriksen;C;;;2172
Titolare;Pjanic;C;5.5;;378
Riserva;Ramirez;C;;;1630
Titolare;Caputo;A;5.5;;1832
Titolare;Lukaku R.;A;6.5;;2099
Titolare;Joao Pedro;A;6;;836
Riserva;Buffon;P;;;30
Riserva;Hernandez;D;6;;2017
Riserva;Ferrari G.;D;6;;1168
Titolare;Verdi;C;7.5;;466
Titolare;Ruiz;C;6.5;imgBonus size-s imgBonus_9;1779
Riserva;Higuain;A;5;;242
Riserva;Insigne L.;A;6.5;imgBonus size-s imgBonus_9;251
