Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Caprile;P;6.25;imgBonus size-s imgBonus_10;1904
Titolare;Cambiaso;D;4.5;imgBonus size-s imgBonus_8;2556
Titolare;Coco;D;6.5;;3406
Titolare;Buongiorno;D;5.5;imgBonus size-s imgBonus_6;1463
Titolare;Ostigard;D;5;imgBonus size-s imgBonus_6;2632
Riserva;Pulisic;C;;;3078
Titolare;Conceicao;C;6.5;imgBonus size-s imgBonus_6|imgBonus size-s imgBonus_9;3478
Titolare;Kostic;C;6;;2818
Riserva;Scamacca;A;;;1454
Titolare;Vardy;A;5.25;imgBonus size-s imgBonus_6;3807
Titolare;Cancellieri;A;6;;2387
Riserva;De Gea;P;5.75;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;3448
Titolare;Bellanova;D;6.25;imgBonus size-s imgBonus_6;1717
Riserva;Vojvoda;D;6;;2292
Riserva;Juan Jesus;D;5.75;;261
Titolare;Isaksen;C;7;imgBonus size-s imgBonus_9;3165
Riserva;Coulibaly L.;C;6.25;;2554
Riserva;Ngonge;A;;;2906
