Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Riserva;Meret;P;;;325
Titolare;Florenzi;D;6.5;;202
Titolare;Calabria;D;5.5;imgBonus size-s imgBonus_6;668
Riserva;De Silvestri;D;;;163
Titolare;Lulic;D;6.5;;290
Titolare;Kluivert;C;7;;1791
Titolare;Rincon;C;5.5;imgBonus size-s imgBonus_6;398
Titolare;Callejon;C;6.5;imgBonus size-s imgBonus_9;121
Riserva;Poli A.;C;;;380
Titolare;Immobile;A;7.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_9;1084
Titolare;Donnarumma Alf.;A;6;;1995
Titolare;Ospina;P;6;imgBonus size-s imgBonus_2;1869
Riserva;Balotelli;A;6.5;imgBonus size-s imgBonus_1;1012
Riserva;Babacar;A;6;;66
Titolare;Troost-Ekong;D;6.5;imgBonus size-s imgBonus_6;1873
Titolare;Bernardeschi;C;6;;86
Riserva;Caicedo;A;6.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_6;1631
Riserva;Ghiglione;D;5;;745
