Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Szczesny;P;6;imgBonus size-s imgBonus_2;720
Titolare;Molina;D;6.5;;2240
Titolare;Romagnoli S.;D;6;;591
Titolare;Bastoni;D;6;;1389
Titolare;Parisi;D;6;;2492
Titolare;Zakaria;C;6;;2708
Titolare;Svanberg;C;5.5;imgBonus size-s imgBonus_6;1802
Riserva;Henderson;C;;;2069
Titolare;Tameze;C;5.5;;2180
Titolare;Pinamonti;A;6.5;;1306
Titolare;Immobile;A;8.5;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;1084
Riserva;Perin;P;;;369
Riserva;Pinsoglio;P;;;1517
Riserva;Bremer;D;7;;1773
Riserva;Cacace;D;;;2715
Titolare;Brozovic;C;6.5;imgBonus size-s imgBonus_6;113
Riserva;Maggiore;C;6;;2260
Riserva;Caprari;A;5.5;;1185
