Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Szczesny;P;6;imgBonus size-s imgBonus_2;720
Titolare;Udogie;D;6.25;;2337
Titolare;Augello;D;6.5;imgBonus size-s imgBonus_9;2087
Riserva;Lazaro;D;;;2019
Titolare;Maehle;D;6;;2417
Titolare;Milinkovic S.;C;5;;760
Titolare;Pessina;C;6.5;imgBonus size-s imgBonus_3|imgBonus size-s imgBonus_15;1508
Titolare;Orsolini;C;5.25;;1519
Riserva;Mkhitaryan;C;;;2124
Titolare;Fagioli;C;6;imgBonus size-s imgBonus_6;1921
Titolare;Zapata;A;7;imgBonus size-s imgBonus_9;483
Riserva;Perin;P;;;369
Titolare;Kim;D;6.25;;2801
Titolare;Singo;D;5.75;imgBonus size-s imgBonus_6;1951
Riserva;Ricci S.;C;;;1269
Riserva;Colombo;A;;;2309
Riserva;Giroud;A;;;2500
Riserva;Origi;A;;;2752
