Stato;Giocatore;Ruolo;Voto;BonusMalus;CalciatoreId
Titolare;Di Gregorio;P;6.25;imgBonus size-s imgBonus_2|imgBonus size-s imgBonus_2;1429
Titolare;Dumfries;D;5.5;;2551
Titolare;Tavares;D;5.5;;3404
Titolare;Palestra;D;6.25;;2937
Titolare;Angori;D;6;;2692
Titolare;Yildiz;C;6;;2952
Riserva;Zhegrova;C;;;3814
Riserva;Zalewski;C;;;2382
Titolare;Cambiaghi;C;6;;1975
Titolare;Orsolini;A;7;imgBonus size-s imgBonus_1;1519
Titolare;Simeone;A;7.25;imgBonus size-s imgBonus_1|imgBonus size-s imgBonus_15;1343
Riserva;Perin;P;;;369
Riserva;Adams;A;6.5;;3421
Riserva;Zanoli;D;6.5;imgBonus size-s imgBonus_9;2574
Riserva;Zappacosta;D;6.75;;484
Titolare;Frendrup;C;6.5;;2706
Riserva;Lykogiannis;D;6;imgBonus size-s imgBonus_6;1699
Titolare;Vlasic;C;6.5;;2827
